name,classifier,children,power_interfaces,data_interfaces,mechanical_interfaces,fluid_interfaces,thermal_interfaces,parameter_value,multiplicity,sub_class,related_requirement,hard_dependency,active_components,grouped_to,assigned_to
Stellar_Star_Trackers,Star_Tracker,Arcsec_Error,AOCS_Electronics,NONE,NONE,NONE,Heat_Pipes,NONE,2,NONE,NONE,NONE,NONE,NONE,NONE
Gyroscope,IMU,NONE,AOCS_Electronics,NONE,NONE,NONE,Heat_Pipes,NONE,2,NONE,NONE,NONE,NONE,NONE,NONE
AOCS_Electronics,IO_remote_data_processing_and_power_distribution_board,NONE,NONE,Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope,NONE,NONE,Heat_Pipes,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
GNSS_Reciever,GNSS_Receiver,NONE,AOCS_Electronics,AOCS_Electronics,NONE,NONE,Heat_Pipes,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Fill_and_Drain_Valve_1,Valve,NONE,NONE,NONE,NONE,Pressurant_Tank,NONE,NONE,1,Fill_and_Drain__1,NONE,NONE,NONE,NONE,NONE
Pressurant_Tank,Tank,NONE,NONE,NONE,NONE,Propellant_Tank_1;Propellant_Tank_2,NONE,NONE,1,Pressurant,NONE,NONE,NONE,NONE,NONE
Propellant_Tank_1,Tank,NONE,NONE,NONE,NONE,Filter_1;Fill_and_Drain_Valve_2,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Propellant_Tank_2,Tank,NONE,NONE,NONE,NONE,Filter_1;Fill_and_Drain_Valve_2,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Pressure_Transducer,Pressure_Transducer,NONE,NONE,NONE,NONE,Propellant_Tank_1;Propellant_Tank_2,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Fill_and_Drain_Valve_2,Valve,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Filter_1,Filter,NONE,NONE,NONE,NONE,Latch_Valve_1,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Latch_Valve_1,Valve,NONE,NONE,NONE,NONE,Filter_2,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Filter_2,Filter,NONE,NONE,NONE,NONE,Latch_Valve_2,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Latch_Valve_2,Valve,NONE,NONE,NONE,NONE,1N_Thrusters,NONE,NONE,12,NONE,NONE,NONE,NONE,NONE,NONE
1N_Thrusters,Thruster,1N_Thrust,NONE,NONE,NONE,NONE,NONE,NONE,10,NONE,NONE,NONE,NONE,NONE,NONE
S_Band_Transciever,Transciever,TTC_Downlink_Rate,NONE,S_Band_Antenna,NONE,NONE,Heat_Pipes,NONE,2,S_Band,NONE,NONE,NONE,NONE,NONE
S_Band_Antenna,Antenna,NONE,NONE,NONE,NONE,NONE,NONE,NONE,2,S_Band,NONE,NONE,NONE,NONE,NONE
X_Band_Transmitter,Transmitter,Payload_Data_Downlink_Rate,NONE,X_Band_Antenna,NONE,NONE,Heat_Pipes,NONE,2,X_Band,NONE,NONE,NONE,NONE,NONE
X_Band_Antenna,Antenna,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,X_Band,NONE,NONE,NONE,NONE,NONE
Power_Conditioning_and_Distribution_Unit,PCDU,NONE,Batteries;Solar_Array_Drive_1;Solar_Array_Drive_2;Payload;ICDE_NG;SSR;Thermal_Control_Unit;Latch_Valve_1;Latch_Valve_2;AOCS_Electronics;Solar_Array_1;Solar_Array_2,NONE,NONE,NONE,Heat_Pipes,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Solar_Array_Drive_1,Solar_Array_Actuator,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Solar_Array_Drive_2,Solar_Array_Actuator,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Solar_Array_1,Solar_Array,Array_Area_1,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Solar_Array_2,Solar_Array,Array_Area_2,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Batteries,Battery,NONE,NONE,NONE,NONE,NONE,Heat_Pipes,NONE,7,NONE,NONE,NONE,NONE,NONE,NONE
Heat_Pipes,Heat_Pipe,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Radiator,Radiator,Radiator_Area,NONE,NONE,NONE,NONE,Heat_Pipes,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Thermal_Control_Unit,Thermal_Control_Unit,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Heater,Heater,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
ICDE_NG,Onboard_Computer,NONE,NONE,Payload;S_Band_Transciever;X_Band_Transmitter;AOCS_Electronics;SSR;Thermal_Control_Unit,NONE,NONE,Heat_Pipes,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
SSR,Solid_State_Recorder,Data_Storage,NONE,NONE,NONE,NONE,Heat_Pipes,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Comissioning,LEOP,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,Payload;Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;Fill_and_Drain_Valve_1;Pressure_Transducer;Fill_and_Drain_Valve_2;Filter_1;Latch_Valve_1;Filter_2;Latch_Valve_2;1N_Thrusters;S_Band_Transciever;S_Band_Antenna;X_Band_Transmitter;X_Band_Antenna;Power_Conditioning_and_Distribution_Unit;Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR,NONE,NONE
Observation,Imaging,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,MIS_013,NONE,Payload;Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;Power_Conditioning_and_Distribution_Unit,NONE,NONE
Idle,Standby,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,MIS_013,NONE,Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;Power_Conditioning_and_Distribution_Unit,NONE,NONE
Communication,Comms,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,MIS_013,NONE,Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;S_Band_Transciever;S_Band_Antenna;X_Band_Transmitter;X_Band_Antenna;Power_Conditioning_and_Distribution_Unit,NONE,NONE
Decommissioning,Decommissioning,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,MIS_015,NONE,Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;Power_Conditioning_and_Distribution_Unit,NONE,NONE
Non_Nominal,Safe,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,MIS_013,NONE,Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;S_Band_Transciever;S_Band_Antenna;Power_Conditioning_and_Distribution_Unit,NONE,NONE
Ground_Resolution,Ground_Resolution,NONE,NONE,NONE,NONE,NONE,NONE,37.5,1,NONE,MIS_008;MIS_009,Altitude;Payload,NONE,NONE,NONE
Altitude,Altitude,NONE,NONE,NONE,NONE,NONE,NONE,510,1,NONE,NONE,NONE,NONE,NONE,NONE
LTAN,LTAN,NONE,NONE,NONE,NONE,NONE,NONE,1300,1,NONE,NONE,NONE,NONE,NONE,NONE
Period,Period,NONE,NONE,NONE,NONE,NONE,NONE,94,1,NONE,NONE,NONE,NONE,NONE,NONE
SMA,SMA,NONE,NONE,NONE,NONE,NONE,NONE,6888,1,NONE,NONE,NONE,NONE,NONE,NONE
Inclination,Inclination,NONE,NONE,NONE,NONE,NONE,NONE,97.4,1,NONE,NONE,NONE,NONE,NONE,NONE
Eccentricity,Eccentricity,NONE,NONE,NONE,NONE,NONE,NONE,0.001,1,NONE,NONE,NONE,NONE,NONE,NONE
Nominal_Power_Sunlight,Power,NONE,NONE,NONE,NONE,NONE,NONE,933,1,NONE,NONE,NONE,NONE,NONE,NONE
Nominal_Power_Eclipse,Power,NONE,NONE,NONE,NONE,NONE,NONE,1022,1,NONE,NONE,NONE,NONE,NONE,NONE
Dry_Mass,Mass,NONE,NONE,NONE,NONE,NONE,NONE,1517,1,Dry,NONE,Payload;Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;Fill_and_Drain_Valve_1;Pressure_Transducer;Fill_and_Drain_Valve_2;Filter_1;Latch_Valve_1;Filter_2;Latch_Valve_2;1N_Thrusters;S_Band_Transciever;S_Band_Antenna;X_Band_Transmitter;X_Band_Antenna;Power_Conditioning_and_Distribution_Unit;Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;AOCS;Power_Subsystem;Thermal_Subsystem;Communications;Propulsion_Subsystem;Command_and_data_handling,NONE,NONE,NONE
Wet_Mass,Mass,NONE,NONE,NONE,NONE,NONE,NONE,1849,1,Wet,NONE,Payload;Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;Fill_and_Drain_Valve_1;Pressure_Transducer;Fill_and_Drain_Valve_2;Filter_1;Latch_Valve_1;Filter_2;Latch_Valve_2;1N_Thrusters;S_Band_Transciever;S_Band_Antenna;X_Band_Transmitter;X_Band_Antenna;Power_Conditioning_and_Distribution_Unit;Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;AOCS;Power_Subsystem;Thermal_Subsystem;Communications;Propulsion_Subsystem;Command_and_data_handling,NONE,NONE,NONE
Data_Storage,Data_Storage,NONE,NONE,NONE,NONE,NONE,NONE,0.5,1,NONE,NONE,SSR,NONE,NONE,NONE
Array_Area_1,Area,NONE,NONE,NONE,NONE,NONE,NONE,5.05,1,NONE,NONE,NONE,NONE,NONE,NONE
Array_Area_2,Area,NONE,NONE,NONE,NONE,NONE,NONE,5.05,1,NONE,NONE,NONE,NONE,NONE,NONE
Radiator_Area,Area,NONE,NONE,NONE,NONE,NONE,NONE,4.03,1,NONE,NONE,NONE,NONE,NONE,NONE
Reaction_Wheel_Momentum,Momentum,NONE,NONE,NONE,NONE,NONE,NONE,18,1,NONE,NONE,Reaction_Wheels,NONE,NONE,NONE
1N_Thrust,Thrust,NONE,NONE,NONE,NONE,NONE,NONE,1,1,NONE,NONE,1N_Thrusters,NONE,NONE,NONE
Svalbard,Ground_Station,Svalbard_Downlink_Frequency;Uplink_Frequency,NONE,X_Band_Antenna;S_Band_Antenna,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Troll,Ground_Station,Troll_Downlink_Frequency;Uplink_Frequency,NONE,X_Band_Antenna;S_Band_Antenna,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,NONE,NONE
Svalbard_Downlink_Frequency,Frequency,NONE,NONE,NONE,NONE,NONE,NONE,8225,1,NONE,NONE,NONE,NONE,NONE,NONE
Troll_Downlink_Frequency,Frequency,NONE,NONE,NONE,NONE,NONE,NONE,8225,1,NONE,NONE,NONE,NONE,NONE,NONE
Uplink_Frequency,Frequency,NONE,NONE,NONE,NONE,NONE,NONE,2,1,NONE,NONE,NONE,NONE,NONE,NONE
Payload_Data_Downlink_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,700,1,NONE,NONE,NONE,NONE,NONE,NONE
TTC_Downlink_Rate,Data_Transfer_Rate,NONE,NONE,NONE,NONE,NONE,NONE,1.024,1,NONE,NONE,NONE,NONE,NONE,NONE
Lifetime,Lifetime,NONE,NONE,NONE,NONE,NONE,NONE,12,1,NONE,MIS_001;MIS_002,Payload;Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;Fill_and_Drain_Valve_1;Pressure_Transducer;Fill_and_Drain_Valve_2;Filter_1;Latch_Valve_1;Filter_2;Latch_Valve_2;1N_Thrusters;S_Band_Transciever;S_Band_Antenna;X_Band_Transmitter;X_Band_Antenna;Power_Conditioning_and_Distribution_Unit;Solar_Array_Drive_1;Solar_Array_Drive_2;Solar_Array_1;Solar_Array_2;Batteries;Heat_Pipes;Radiator;Thermal_Control_Unit;Heater;ICDE_NG;SSR;AOCS;Power_Subsystem;Thermal_Subsystem;Communications;Propulsion_Subsystem;Command_and_data_handling,NONE,NONE,NONE
Pointing_Accuracy,Pointing_Accuracy,NONE,NONE,NONE,NONE,NONE,NONE,0.00018,1,NONE,MIS_010,Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;AOCS,NONE,NONE,NONE
LST_Accuracy,Temperature_Estimation_Accuracy,NONE,NONE,NONE,NONE,NONE,NONE,1,1,NONE,MIS_003,Payload,NONE,NONE,NONE
Max_Observation_Latitude,Position_Latitude,NONE,NONE,NONE,NONE,NONE,NONE,84,1,NONE,MIS_004,NONE,NONE,NONE,NONE
Min_Observation_Latitude,Position_Latitude,NONE,NONE,NONE,NONE,NONE,NONE,-56,1,NONE,MIS_004,NONE,NONE,NONE,NONE
Max_Observation_Local_Time,Observation_Local_Time,NONE,NONE,NONE,NONE,NONE,NONE,1500,1,NONE,MIS_004,NONE,NONE,NONE,NONE
Min_Observation_Local_Time,Observation_Local_Time,NONE,NONE,NONE,NONE,NONE,NONE,1130,1,NONE,MIS_004,NONE,NONE,NONE,NONE
Revisit_Time,Revisit,NONE,NONE,NONE,NONE,NONE,NONE,3,1,NONE,MIS_005;MIS_006,Altitude;LTAN;Period;SMA;Inclination;Eccentricity,NONE,NONE,NONE
Variation_of_Local_Time_of_Observation,Variation_of_Local_Time_of_Observation,NONE,NONE,NONE,NONE,NONE,NONE,3000,1,NONE,MIS_007,Altitude;LTAN;Period;SMA;Inclination;Eccentricity,NONE,NONE,NONE
Arcsec_Error,Angular_Error,NONE,NONE,NONE,NONE,NONE,NONE,5,1,NONE,MIS_010,Stellar_Star_Trackers,NONE,NONE,NONE
Geo_Location_accuracy,Geo_Location_accuracy,NONE,NONE,NONE,NONE,NONE,NONE,26,1,NONE,MIS_011,GNSS_Reciever;Arcsec_Error,NONE,NONE,NONE
Availability,Availability,NONE,NONE,NONE,NONE,NONE,NONE,98,1,NONE,MIS_012,Comissioning;Observation;Idle;Communication;Decommissioning;Non_Nominal,NONE,NONE,NONE
Three_Axis_stab_status,Three_Axis_stab_status,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,1,NONE,MIS_014,Reaction_Wheels;Digital_Sun_Sensors;Stellar_Star_Trackers;Gyroscope;AOCS_Electronics;AOCS,NONE,NONE,NONE
Number_of_Launchers,Number_of_Launchers,NONE,NONE,NONE,NONE,NONE,NONE,2,1,NONE,MIS_016,NONE,NONE,NONE,NONE
func-0,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Operational_FDomain;Position_Latitude_FDomain;Observation_Local_Time_FDomain;System_Components_FDomain;Temperature_Estimation_Accuracy_FDomain;Variation_of_Local_Time_of_Observation_FDomain;Orbital_FDomain;Revisit_FDomain;Design_Element_FDomain;Function_FDomain;Design_Element_FDomain,MIS_003;MIS_004;MIS_006;MIS_007,NONE,NONE,Observation,Payload;ICARUS
func-1,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,System_Components_FDomain;Pointing_Accuracy_FDomain;Angular_Error_FDomain;Angular_Error_FDomain;Design_Element_FDomain;Function_FDomain,MIS_010,NONE,NONE,Observation,Reaction_Wheels;AOCS;ICARUS;Stellar_Star_Trackers
func-2,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,System_Components_FDomain;Function_FDomain;Geo_Location_accuracy_FDomain;Design_Element_FDomain,MIS_011,NONE,NONE,Observation,ICARUS
func-3,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,System_Components_FDomain;Three_Axis_stab_status_FDomain;System_Components_FDomain;Design_Element_FDomain;Function_FDomain,MIS_014,NONE,NONE,Observation;Communication;Non_Nominal,AOCS;ICARUS
func-Comissioning,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,Comissioning,NONE
func-Decommissioning,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,Decommissioning,NONE
