name,classifier,children,power_interfaces,data_interfaces,mechanical_interfaces,fluid_interfaces,thermal_interfaces,parameter_value,multiplicity,sub_class,related_requirement,hard_dependency,active_components,grouped_to,assigned_to
High_Gain_TX_Power,Power,NONE,NONE,NONE,NONE,NONE,NONE,126,1,High_Gain_TX,NONE,NONE,NONE,NONE,NONE
Max_Power_Imaging,Power,NONE,NONE,NONE,NONE,NONE,NONE,819,1,NONE,NONE,Data_Recorder;Computer;Data_Bus;Solar_Arrays;PCDU;Power_Bus;Batteries;Flexible_Combined_Imager;Propellant_Tank;Valves;Trusters;Radiators;Heaters;Heat_Pipe;Solid_State_Controller;High_Gian_Antenna;Antenna_Pointing_Mechanism;X_Band_Transmitter;Low_Gain_Antenna;S_Band_Transciever;Reaction_Wheels;Star_Trackers;IMU;Sun_Sensors,NONE,NONE,NONE
Total_Array_Area,Area,NONE,NONE,NONE,NONE,NONE,NONE,3.6,1,NONE,NONE,NONE,NONE,NONE,NONE
Bus_Voltage,Voltage,NONE,NONE,NONE,NONE,NONE,NONE,28,1,NONE,NONE,NONE,NONE,NONE,NONE
Heater_Power,Power,NONE,NONE,NONE,NONE,NONE,NONE,300,1,NONE,NONE,NONE,NONE,NONE,NONE
Hydrazine_Mass,Mass,NONE,NONE,NONE,NONE,NONE,NONE,590,1,NONE,NONE,NONE,NONE,NONE,NONE
Total_Delta_V,Delta_V,NONE,NONE,NONE,NONE,NONE,NONE,1090,1,NONE,NONE,Total_Wet_Mass;Propellant_Tank;Valves;Trusters,NONE,NONE,NONE
Thruster_Thrust,Thrust,NONE,NONE,NONE,NONE,NONE,NONE,1,1,NONE,NONE,NONE,NONE,NONE,NONE
Local_Observation_Zenith_Angle,Observation_Zentih_Angle,NONE,NONE,NONE,NONE,NONE,NONE,72,1,NONE,MIS_003,Perigee_Radius;Apogee_Radius;Inclination;AOP,NONE,NONE,NONE
Availability,Availability,NONE,NONE,NONE,NONE,NONE,NONE,99,1,NONE,MIS_009,LEOP;Commissioning;Operational;Stationkeeping;Safe;Decomissioning,NONE,NONE,NONE
Three_Axis_stab_status,Three_Axis_stab_status,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,1,NONE,MIS_012,Reaction_Wheels;Star_Trackers;IMU;Sun_Sensors;AOCS,NONE,NONE,NONE
Number_of_Launchers,Number_of_Launchers,NONE,NONE,NONE,NONE,NONE,NONE,1,1,NONE,MIS_014,NONE,NONE,NONE,NONE
func-0,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Orbital_FDomain;Inclination_FDomain;AOP_FDomain;SMA_FDomain;Eccentricity_FDomain;Perigee_Radius_FDomain;Apogee_Radius_FDomain;Design_Element_FDomain;Payload_Unit_FDomain;Unit_FDomain;Payload_FDomain;Observation_Zentih_Angle_FDomain,MIS_001;MIS_002;MIS_003;MIS_004;MIS_005,NONE,NONE,Operational,Payload;Flexible_Combined_Imager;PAWS
func-1,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,Three_Axis_stab_status_FDomain;AOCS_FDomain;Design_Element_FDomain,MIS_012,NONE,NONE,Operational,AOCS;Reaction_Wheels;Star_Trackers;IMU;Sun_Sensors;PAWS
func-LEOP,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,LEOP,NONE
func-Commissioning,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,Commissioning,NONE
func-Stationkeeping,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,Stationkeeping,NONE
func-Safe,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,Safe,NONE
func-Decomissioning,Function,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,NONE,Decomissioning,NONE
